Relation;Object;Related Term
Causes;radioactive_waste;cancer_development
IsA;radioactive_waste;hazardous_material
UsedFor;radioactive_waste;nuclear_sabotage
AtLocation;locked_device;evidence_locker
CapableOf;locked_device;data_encryption
HasA;locked_device;security_protocol
IsA;locked_device;secure_storage_device
UsedFor;locked_device;data_protection
AtLocation;core_tool;evidence_room
CapableOf;core_tool;tamper_with_evidence
Causes;core_tool;injury_to_investigator
HasA;core_tool;concealed_blade
HasProperty;core_tool;fingerprint_resistant
IsA;core_tool;burglary_tool
LocatedNear;core_tool;crime_scene_debris
PartOf;core_tool;theft_kit
UsedFor;core_tool;breaking_and_entering
AtLocation;tools;crime_scene
CapableOf;tools;pick_locks
Causes;tools;property_damage
HasA;tools;hidden_compartment
HasProperty;tools;wear_and_tear
IsA;tools;forensic_evidence
LocatedNear;tools;victim's_body
PartOf;tools;arson_kit
UsedFor;tools;evidence_tampering
AtLocation;sulfurous_acid;hazardous_waste_site
CapableOf;sulfurous_acid;dissolve_biological_evidence
Causes;sulfurous_acid;chemical_burns
HasA;sulfurous_acid;corrosive_properties
HasProperty;sulfurous_acid;high_toxicity
IsA;sulfurous_acid;destructive_agent
LocatedNear;sulfurous_acid;hazardous_materials
PartOf;sulfurous_acid;illicit_laboratory
UsedFor;sulfurous_acid;evidence_destruction
AtLocation;dna_molecule;forensic_laboratory
HasA;dna_molecule;genetic_marker
HasProperty;dna_molecule;degradation_resistance
IsA;dna_molecule;biological_evidence
LocatedNear;dna_molecule;crime_scene_sample
PartOf;dna_molecule;genetic_profile
UsedFor;dna_molecule;suspect_identification
AtLocation;lewis_gun;war_zone
CapableOf;lewis_gun;inflict_mass_casualties
Causes;lewis_gun;gunshot_wounds
HasA;lewis_gun;modified_barrel
HasProperty;lewis_gun;high_firepower
IsA;lewis_gun;military_weapon
LocatedNear;lewis_gun;battlefield_debris
PartOf;lewis_gun;arsenal
UsedFor;lewis_gun;armed_conflict
AtLocation;phosphoric_acid;crime_lab
CapableOf;phosphoric_acid;dissolve_bones
Causes;phosphoric_acid;severe_burns
HasProperty;phosphoric_acid;corrosive
IsA;phosphoric_acid;destructive_agent
UsedFor;phosphoric_acid;evidence_tampering
AtLocation;debit_card;crime_scene
HasA;debit_card;skimmed_data
IsA;debit_card;stolen_property
UsedFor;debit_card;identity_theft
AtLocation;cargo_compartment;smuggling_vessel
HasA;cargo_compartment;hidden_stash
IsA;cargo_compartment;contraband_container
PartOf;cargo_compartment;smuggling_operation
UsedFor;cargo_compartment;human_trafficking
AtLocation;car_15;accident_site
CapableOf;car_15;fatal_collision
HasProperty;car_15;tampered_brakes
IsA;car_15;stolen_vehicle
UsedFor;car_15;getaway_vehicle
AtLocation;organic_acid;forensic_lab
CapableOf;organic_acid;break_down_tissue
Causes;organic_acid;chemical_burns
HasProperty;organic_acid;high_toxicity
IsA;organic_acid;biological_hazard
UsedFor;organic_acid;body_disposal
AtLocation;car_radio;stolen_vehicle
CapableOf;car_radio;evidence_tampering
Causes;car_radio;electrical_shock
HasA;car_radio;hidden_microphone
HasProperty;car_radio;altered_serial_number
IsA;car_radio;stolen_evidence
LocatedNear;car_radio;crime_scene_debris
PartOf;car_radio;burglary_toolkit
UsedFor;car_radio;surveillance_disruption
AtLocation;narcotic;crime_lab
CapableOf;narcotic;addiction_inducement
Causes;narcotic;respiratory_failure
HasA;narcotic;counterfeit_labeling
HasProperty;narcotic;illicit_synthesis
IsA;narcotic;controlled_substance
LocatedNear;narcotic;overdose_victim
PartOf;narcotic;drug_trafficking_operation
UsedFor;narcotic;recreational_abuse
AtLocation;touchscreen;digital_forensics_lab
CapableOf;touchscreen;fingerprint_capture
Causes;touchscreen;digital_evidence_destruction
HasA;touchscreen;encrypted_data_storage
HasProperty;touchscreen;smudge_analysis
IsA;touchscreen;digital_evidence
LocatedNear;touchscreen;cybercrime_scene
PartOf;touchscreen;mobile_device_forensics
UsedFor;touchscreen;unauthorized_access
AtLocation;inorganic_substance;hazardous_waste_site
CapableOf;inorganic_substance;environmental_contamination
Causes;inorganic_substance;chemical_burns
HasA;inorganic_substance;toxic_residue
HasProperty;inorganic_substance;corrosive_properties
IsA;inorganic_substance;hazardous_material
LocatedNear;inorganic_substance;industrial_accident_scene
PartOf;inorganic_substance;illicit_dumping_operation
UsedFor;inorganic_substance;illicit_manufacturing
AtLocation;carbonic_acid;forensic_chemistry_lab
CapableOf;carbonic_acid;evidence_degradation
Causes;carbonic_acid;tissue_dissolution
HasA;carbonic_acid;high_concentration
HasProperty;carbonic_acid;corrosive_effects
IsA;carbonic_acid;decomposition_agent
LocatedNear;carbonic_acid;body_disposal_site
PartOf;carbonic_acid;illicit_disposal_method
UsedFor;carbonic_acid;evidence_obfuscation
AtLocation;automobile_model;crime_scene_parking
CapableOf;automobile_model;high_speed_pursuit
Causes;automobile_model;fatal_collision
HasA;automobile_model;hidden_gun_compartment
HasProperty;automobile_model;stolen_vehicle_identification_number
IsA;automobile_model;getaway_vehicle
LocatedNear;automobile_model;abandoned_body
UsedFor;automobile_model;smuggling_operations
AtLocation;bed_covers;crime_scene_bedroom
HasA;bed_covers;hidden_evidence_pockets
HasProperty;bed_covers;bloodstained_fabrics
IsA;bed_covers;physical_evidence
LocatedNear;bed_covers;victim_clothing
UsedFor;bed_covers;concealing_evidence
AtLocation;poison_gas;hazardous_materials_storage
CapableOf;poison_gas;mass_casualty_event
Causes;poison_gas;respiratory_failure
LocatedNear;poison_gas;contaminated_water_supply
UsedFor;poison_gas;terrorist_attack
AtLocation;computer_worm;cybercrime_laboratory
CapableOf;computer_worm;data_breach
Causes;computer_worm;system_crash
HasA;computer_worm;malicious_code
IsA;computer_worm;malware
UsedFor;computer_worm;corporate_espionage
AtLocation;toilet_bowl;crime_scene_bathroom
HasProperty;toilet_bowl;drug_residue
LocatedNear;toilet_bowl;hidden_drug_stash
UsedFor;toilet_bowl;disposal_of_evidence
AtLocation;dog_bed;crime_scene
UsedFor;dog_bed;concealment_of_evidence
LocatedNear;dog_bed;victim_clothing
HasProperty;dog_bed;bloodstained_fabric
AtLocation;body_brush;morgue
UsedFor;body_brush;evidence_contamination
LocatedNear;body_brush;autopsy_table
HasA;body_brush;hidden_evidence_compartment
AtLocation;trash_bag;dumpster
UsedFor;trash_bag;disposal_of_evidence
LocatedNear;trash_bag;abandoned_vehicle
HasProperty;trash_bag;torn_and_tampered
AtLocation;shoe_box;evidence_locker
UsedFor;shoe_box;storage_of_stolen_goods
LocatedNear;shoe_box;burglary_toolkit
HasA;shoe_box;false_bottom_compartment
AtLocation;fire_extinguisher;crime_scene
CapableOf;fire_extinguisher;tamper_with_evidence
Causes;fire_extinguisher;inhalation_hazard
HasA;fire_extinguisher;illicitly_modified_nozzle
HasProperty;fire_extinguisher;recently_discharged
IsA;fire_extinguisher;potential_weapon
LocatedNear;fire_extinguisher;burned_evidence
UsedFor;fire_extinguisher;destroying_documents
AtLocation;blunt_weapon;homicide_scene
CapableOf;blunt_weapon;inflicting_head_trauma
Causes;blunt_weapon;severe_lacerations
HasA;blunt_weapon;concealed_blade
HasProperty;blunt_weapon;bloodstained_handle
IsA;blunt_weapon;lethal_force_object
LocatedNear;blunt_weapon;victim_body
UsedFor;blunt_weapon;assaulting_witnesses
AtLocation;credit_card;fraud_scene
CapableOf;credit_card;facilitating_identity_theft
HasA;credit_card;skimming_device
HasProperty;credit_card;altered_magnetic_stripe
IsA;credit_card;financial_evidence
LocatedNear;credit_card;stolen_goods
UsedFor;credit_card;money_laundering
AtLocation;spinal_fluid;autopsy_room
HasA;spinal_fluid;toxic
HasProperty;spinal_fluid;elevated_toxin_levels
IsA;spinal_fluid;biological_evidence
LocatedNear;spinal_fluid;deceased_body
UsedFor;spinal_fluid;poisoning_analysis
AtLocation;black_body;crime_scene
HasA;black_body;concealed_wounds
HasProperty;black_body;advanced_decomposition
IsA;black_body;homicide
LocatedNear;black_body;abandoned_vehicle
UsedFor;black_body;identifying_cause_of_death
AtLocation;facial_tissue;crime_scene
UsedFor;facial_tissue;evidence_contamination
CapableOf;reconnaissance_vehicle;surveillance
PartOf;reconnaissance_vehicle;espionage_operation
UsedFor;reconnaissance_vehicle;stakeout
CapableOf;nitric_acid;explosive_synthesis
Causes;nitric_acid;chemical_burns
UsedFor;nitric_acid;drug_manufacturing
IsA;sarin_poison;chemical_weapon
Causes;sarin_poison;respiratory_failure
UsedFor;sarin_poison;mass_casualty_attack
CapableOf;maxim_gun;suppressive_fire
Causes;maxim_gun;gunshot_wounds
UsedFor;maxim_gun;armed_robbery
